Vehicle_ID,Frame_No,Time_s,X_m,Y_m,Speed_mps,Acc_mps2,used_metres,bbox_x1,bbox_y1,bbox_x2,bbox_y2
2,516,21.5215,9.075593398,6.281759548,0.151962324,-2.334568307,TRUE,1610.97937,1110.90271,1790.404663,1243.398071
2,517,21.56320833,9.078585684,6.283854507,0.087578573,-1.543666363,TRUE,1611.007813,1110.737305,1791.497681,1244.348633
2,518,21.60491667,9.097127632,6.283658756,0.444586949,8.559641384,TRUE,1611.227783,1110.049561,1798.226929,1244.963013
2,519,21.646625,9.095531984,6.281596042,0.062525851,-9.160306031,TRUE,1611.358398,1110.102417,1797.498291,1244.137085
2,520,21.68833333,9.100766775,6.279754811,0.133046778,1.690811429,TRUE,1611.648315,1109.634033,1799.170288,1243.915405
2,521,21.73004167,9.117730013,6.27913629,0.406981253,6.567859534,TRUE,1611.734375,1108.828491,1805.441772,1244.489136
2,522,21.77175,9.116134365,6.280088336,0.044549508,-8.689672195,TRUE,1612.794556,1109.046509,1803.783569,1244.62793
2,523,21.81345833,9.116134365,6.280088336,0,-1.06812008,TRUE,1612.794556,1109.046509,1803.783569,1244.62793
2,524,21.85516667,9.116134365,6.280088336,0,0,TRUE,1612.794556,1109.046509,1803.783569,1244.62793
2,525,21.896875,9.116134365,6.280088336,0,0,TRUE,1612.794556,1109.046509,1803.783569,1244.62793
2,526,21.93858333,9.116134365,6.280088336,0,0,TRUE,1612.794556,1109.046509,1803.783569,1244.62793
2,527,21.98029167,9.116134365,6.280088336,0,0,TRUE,1612.794556,1109.046509,1803.783569,1244.62793
2,528,22.022,9.116134365,6.280088336,0,0,TRUE,1612.794556,1109.046509,1803.783569,1244.62793
2,529,22.06370833,9.116134365,6.280088336,0,0,TRUE,1612.794556,1109.046509,1803.783569,1244.62793
2,530,22.10541667,9.116134365,6.280088336,0,0,TRUE,1612.794556,1109.046509,1803.783569,1244.62793
2,531,22.147125,9.116134365,6.280088336,0,0,TRUE,1612.794556,1109.046509,1803.783569,1244.62793
2,532,22.18883333,9.116134365,6.280088336,0,0,TRUE,1612.794556,1109.046509,1803.783569,1244.62793
2,533,22.23054167,9.116134365,6.280088336,0,0,TRUE,1612.794556,1109.046509,1803.783569,1244.62793
2,534,22.27225,9.116134365,6.280088336,0,0,TRUE,1612.794556,1109.046509,1803.783569,1244.62793
2,535,22.31395833,9.116134365,6.280088336,0,0,TRUE,1612.794556,1109.046509,1803.783569,1244.62793
2,536,22.35566667,9.125425533,6.283165633,0.234665815,5.626353197,TRUE,1609.799683,1110.089233,1810.26062,1244.738525
2,537,22.397375,9.125425533,6.283165633,0,-5.626353197,TRUE,1609.799683,1110.089233,1810.26062,1244.738525
2,538,22.43908333,9.125425533,6.283165633,0,0,TRUE,1609.799683,1110.089233,1810.26062,1244.738525
2,539,22.48079167,9.125425533,6.283165633,0,0,TRUE,1609.799683,1110.089233,1810.26062,1244.738525
2,540,22.5225,9.125425533,6.283165633,0,0,TRUE,1609.799683,1110.089233,1810.26062,1244.738525
2,541,22.56420833,9.125425533,6.283165633,0,0,TRUE,1609.799683,1110.089233,1810.26062,1244.738525
2,542,22.60591667,9.125425533,6.283165633,0,0,TRUE,1609.799683,1110.089233,1810.26062,1244.738525
2,543,22.647625,9.125425533,6.283165633,0,0,TRUE,1609.799683,1110.089233,1810.26062,1244.738525
2,544,22.68933333,9.125425533,6.283165633,0,0,TRUE,1609.799683,1110.089233,1810.26062,1244.738525
2,545,22.73104167,9.125425533,6.283165633,0,0,TRUE,1609.799683,1110.089233,1810.26062,1244.738525
2,546,22.77275,9.125425533,6.283165633,0,0,TRUE,1609.799683,1110.089233,1810.26062,1244.738525
2,547,22.81445833,9.125425533,6.283165633,0,0,TRUE,1609.799683,1110.089233,1810.26062,1244.738525
2,548,22.85616667,9.125425533,6.283165633,0,0,TRUE,1609.799683,1110.089233,1810.26062,1244.738525
2,549,22.897875,9.125425533,6.283165633,0,0,TRUE,1609.799683,1110.089233,1810.26062,1244.738525
